stop_id,new_stop_id
6661,2424
6662,2425
6663,2426
6664,2427
6665,2428
6666,2429
6667,2430
6668,2431
6669,2432
6670,2433
6671,2434
6672,2435
6673,2436
6675,2437
6676,2438
6677,2439
6678,2440
6679,2441
6680,2442
6681,2443
6695,2444
6702,2445
6703,2446
6704,2447
6705,2448
6709,2449
6710,2450
6711,2451
6712,2452
6713,2453
6714,2454
6715,2455
6716,2456
6717,2457
6718,2458
6719,2459
6720,2460
6721,2461
6722,2462
6723,2463
6724,2464
6725,2465
6727,2466
6728,2467
6729,2468
6730,2469
6731,2470
6732,2471
6733,2472
6735,2473
6736,2474
6737,2475
6738,2476
6744,2477
6745,2478
6746,2479
6748,2480
6750,2481
6751,2482
6752,2483
